stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
28801,BT339,RT 450 & WHITE CHAPEL RD,,38.963669,-76.857452,,
28802,BT34,ADELPHI & 19TH AVE (NH AVE),,39.010609,-76.976936,,
28803,BT340,WHITFLD CHPL & FAIRVIEW,,38.942497,-76.853867,,
28804,BT342,WASHINGTON BUSINESS PARK,,38.951107,-76.833336,,
28805,BT343,WHITFLD CHPL & VOLTA,,38.942219,-76.853714,,
28806,BT345,#2545 ELVANS RD SE,,38.854557,-76.990936,,
28807,BT347,STANTON & ALAB(GARFIELD),,38.846909,-76.980293,,
28808,BT348,POTOMAC AVE STA,,38.8806,-76.985374,,
28809,BT35,CAMPUS DR & PRESIDENTIAL LA,,38.985046,-76.952995,,
28810,BT350,15TH & BENNING,,38.899647,-76.983597,,
28811,BT351,BLADENSBURG RD & 26TH NE,,38.921482,-76.969078,,
28812,BT352,MT RAINIER (R.I. AVE & 34TH),,38.936657,-76.960236,,
28813,BT353,BLADENSBURG & V NE,,38.920528,-76.969765,,
28814,BT354,BLADENSBURG & H,,38.900166,-76.983429,,
28815,BT355,15TH & PENNSYLVANIA SE,,38.880123,-76.983643,,
28816,BT356,EASTERN HIGH SCHOOL,,38.889881,-76.979408,,
28817,BT36,COLLEGE PARK-U OF MD STA,,38.977654,-76.927055,,
28818,BT360,NORTH CAPITOL & H,,38.900185,-77.009033,,
28819,BT363,KETTHERR KETTERING & HERRINGTON,,38.89584,-76.807205,,
28820,BT364,CAMPUS WAY S & PRINCE PL,,38.889198,-76.828964,,
28821,BT366,CENTRAL & MORGAN,,38.889973,-76.861679,,
28822,BT367,KETTERING (WAT PK-CAMB),,38.896381,-76.789101,,
28823,BT368,KETTERING (WAT PK-CHES),,38.897732,-76.790222,,
28824,BT369,LK ARB WY-GOLF COURSE DR,,38.906113,-76.819626,,
28825,BT37,BURTONSVILLE PARK & RIDE,,39.113956,-76.930733,,
28826,BT370,CAMPUS WAY S & CENTRAL,,38.897884,-76.82267,,
28827,BT371,POINTER RIDGE,,38.900921,-76.732491,,
28828,BT372,MT LUBENTIA & HS TRUMAN DR,,38.879059,-76.828308,,
28829,BT373,COLLINGTON CENTER,,38.880337,-76.723145,,
28830,BT374,CENTRAL & RITCHIE,,38.889698,-76.861717,,
28831,BT375,KETTERING & CENTRAL,,38.895882,-76.807114,,
28832,BT377,BOWIE STATE UNIVERSITY,,39.017544,-76.761398,,
28833,BT378,RT 197 & RT 450,,38.971569,-76.75559200000001,,
28834,BT379,BOWIE HEALTH CENTER,,38.949562,-76.745552,,
28835,BT38,OLD COL PIKE & AVONSHIRE,,39.083599,-76.951698,,
28836,BT380,NORTHVIEW & NOTTINGHILL,,38.93803,-76.741035,,
28837,BT381,PITTSFIELD & POND MEADOW,,38.914616,-76.720451,,
28838,BT39,OLD COLUMBIA PKE & TECH RD.,,39.058876,-76.969376,,
28839,BT398,WALT REED DR & COL. PIKE,,38.862637,-77.087013,,
28840,BT4,PENNSY DR & RT 410 (GAR),,38.937046,-76.876732,,
28841,BT40,COLESVILLE RD-SPRING ST,,38.998661,-77.026344,,
28842,BT401,MT VERNON & EXECUTIVE,,38.842068,-77.063622,,
28843,BT402,MT VERNON AVE & HUME AVE,,38.830791,-77.059502,,
28844,BT403,BRADDOCK RD STA,,38.813892,-77.053627,,
28845,BT405,WASHINGTON & KING STS,,38.805031,-77.046936,,
28846,BT408,14TH & C STREETS SW,,38.886707,-77.031685,,
28847,BT409,ABINGDON & SLATERS LA,,38.821617,-77.043922,,
28848,BT41,SILVER SPRING STA,,38.993755,-77.030159,,
28849,BT410,GW PKWY & ALEXANDRIA AVE,,38.749512,-77.049576,,
28850,BT411,VERNON VIEW DR & GW PKWY,,38.710987,-77.062225,,
28851,BT412,MT VERNON MEM & OLD MILL,,38.714027,-77.100967,,
28852,BT413,RTE 235 & GRIST MILL WOODS WY,,38.712444,-77.129951,,
28853,BT414,VERNON VIEW & BUSHROD RD,,38.71471,-77.062599,,
28854,BT416,HOWARD RD @ ANAC STA,,38.862438,-76.995224,,
28855,BT417,SHIPLEY TERRACE (SO-23RD),,38.844631,-76.971321,,
28856,BT418,ALABAMA & STANTON,,38.846909,-76.980301,,
28857,BT419,UNITED MEDICAL CENTER,,38.835938,-76.983398,,
28858,BT42,SOUTH LAUREL PARK & RIDE,,39.078316,-76.846909,,
28859,BT420,WASH OVLK (MELLON & MLK),,38.845692,-76.997482,,
28860,BT421,ALABAMA & GOOD HOPE,,38.859909,-76.966988,,
28861,BT422,WASH OVLK (MALC X & OAK),,38.845108,-76.999535,,
28862,BT423,EAST-WEST & GRUBB,,38.993786,-77.051964,,
28863,BT425,BETHESDA STA,,38.984463,-77.095062,,
28864,BT426,MEDICAL CENTER STA,,38.998798,-77.096817,,
28865,BT427,W. CEDAR LA. & LOCUST AVE,,39.005463,-77.104393,,
28866,BT428,DEMOC BLVD & OLD GTN RD,,39.024841,-77.125282,,
28867,BT429,MONTGOMERY MALL,,39.026348,-77.142845,,
28868,BT430,JNBRCONN,,38.999886000000004,-77.077789,,
28869,BT431,OLD GTN & BELLS MILL RD,,39.024281,-77.125015,,
28870,BT434,MARYLAND AVE & 8TH ST,,38.895393,-76.995117,,
28871,BT439,STADIUM-ARMORY STA,,38.888794,-76.977089,,
28872,BT44,SWEITZER LA & UPS CENTER,,39.09528,-76.897896,,
28873,BT440,EAST CAPITOL & BENNING,,38.889668,-76.936638,,
28874,BT441,CAPITOL HEIGHTS STA,,38.889244,-76.913429,,
28875,BT443,RT 450 & ENTERPRISE RD,,38.960892,-76.797867,,
28876,BT444,RT 450 & SIR WALTER DR,,38.970127,-76.786896,,
28877,BT445,MILLSTREAM & MOYLAN,,38.983505,-76.752502,,
28878,BT446,MKT PLACE (BELAIR CTR),,38.978069,-76.737328,,
28879,BT447,BELAIR & TULIP GROVE DR,,38.967278,-76.743996,,
28880,BT448,BOWIE PARK & RIDE,,38.950241,-76.736465,,
28881,BT449,RT 450 & GLENN DALE BLVD,,38.957024,-76.812798,,
28882,BT45,COLESVILLE RD-UNIV BLVD,,39.020336,-77.012817,,
28883,BT450,KING & WASHINGTON STS,,38.804951,-77.046974,,
28884,BT451,23RD & FERN,,38.853371,-77.055275,,
28885,BT455,KEMBRIDGE & KENHILL,,38.958103,-76.74234,,
28886,BT457,18TH ST & COLUMBIA RD,,38.922672,-77.042648,,
28887,BT458,U & 13TH STS NW,,38.916973,-77.029083,,
28888,BT46,NAYLOR ROAD STA,,38.850494,-76.956154,,
28889,BT460,CARVER TERR (21 PL & MD AVE NE),,38.904667,-76.973152,,
28890,BT468,GEORGE MASON UNIVERSITY,,38.835274,-77.309303,,
28891,BT471,TAKOMA STA,,38.975636,-77.017128,,
28892,BT472,EASTERN & RITTENHOUSE,,38.965313,-77.001961,,
28893,BT474,WEST HYATTSVILLE STA,,38.956028,-76.968079,,
28894,BT475,RT 450 & EDMONSTON RD,,38.939587,-76.933952,,
28895,BT477,34TH ST & RI AVE,,38.936134,-76.96067,,
28896,BT478,34TH ST & OTIS ST,,38.934242,-76.960861,,
28897,BT479,CLINTON PARK & RIDE,,38.766048,-76.885178,,
28898,BT48,SOUTHERN AVE & PEAR ST,,38.873493,-76.934189,,
28899,BT480,BRANCH AVENUE STA,,38.826611,-76.912018,,
28900,BT481,OLD BRANCH & COVENTRY WAY,,38.783169,-76.89846,,
28901,BT482,OLD BRANCH & ALLENTOWN,,38.803799,-76.907043,,
28902,BT485,NOVA-ALEXANDRIA,,38.838776,-77.116661,,
28903,BT486,SEMINARY RD & HOWARD ST,,38.82423,-77.104828,,
28904,BT488,LANDMARK (SHOP CTR),,38.817108,-77.131302,,
28905,BT489,VAN DORN ST STA,,38.799858,-77.128662,,
28906,BT49,LARCHMONT & MARL PIKE,,38.871136,-76.923225,,
28907,BT492,NEW HAMP AVE &  RANDOLPH RD,,39.075558,-77.002022,,
28908,BT493,N HAMP AVE & CLOVERLY ST,,39.109585,-76.996948,,
28909,BT494,RT 108 & NEW HAMP AVE,,39.149158,-77.012474,,
28910,BT495,NORWOOD RD & DR BIRD RD,,39.138622,-77.032829,,
28911,BT496,MONTGOMERY GEN HOSPITAL,,39.153046,-77.055138,,
28912,BT497,OLNEY,,39.150024,-77.062889,,
28913,BT5,ARDW-ARDM RD & ARDW PL,,38.942848,-76.870468,,
28914,BT50,ADDISON RD STA,,38.885983,-76.895729,,
28915,BT506,MASS & 20TH NW (DUPONT CIR),,38.910286,-77.045296,,
28916,BT507,CONN & CALV NW(WOODLEY PARK-ZOO),,38.924812,-77.052238,,
28917,BT508,CONN & PORTER NW(CLEVELAND PARK),,38.936977,-77.059196,,
28918,BT509,CONN & VEAZEY NW (VAN NESS),,38.944691,-77.063751,,
28919,BT51,CAPITOL HEIGHTS STA,,38.888908,-76.91346,,
28920,BT510,CONNECTICUT & NEBRASKA AVES. NW,,38.956009,-77.070343,,
28921,BT511,CHEVY CHASE CIRCLE,,38.966549,-77.077148,,
28922,BT517,CONN & IRV(CHEVY CHASE CIRCLE),,38.969166,-77.077118,,
28923,BT518,CONN & CHEVY CHASE LAKE DR.,,38.994217,-77.077156,,
28924,BT519,CONN & KNOWLES AVES.(KENSINGTON),,39.028286,-77.076347,,
28925,BT520,CONNECTICUT AVE. & RANDOLPH RD.,,39.057163,-77.07357,,
28926,BT521,CONNECTICUT & GEORGIA AVES.,,39.083763,-77.077789,,
28927,BT522,GRAND PRE & BEL PRE(ASPEN HILL),,39.09272,-77.076279,,
28928,BT523,CONN & IRV(CHEVY CHASE CIRCLE),,38.969528,-77.077263,,
28929,BT524,RHODE ISLAND & FRANKLIN,,38.925667,-76.98304,,
28930,BT525,BLADENSBURG & S DAKOTA NE,,38.92519,-76.965157,,
28931,BT527,V A HOSPITAL,,38.92955,-77.012154,,
28932,BT528,COLUMBIA RD & GEORGIA,,38.928177,-77.022812,,
28933,BT529,COLUMBIA RD & 14TH,,38.927528,-77.033035,,
28934,BT53,CRYSTAL CITY (BELL & 18TH),,38.860435,-77.055649,,
28935,BT530,PARK RD & MT PLEASANT,,38.932575,-77.039291,,
28936,BT531,TENLEYTOWN STA,,38.948086,-77.078835,,
28937,BT533,IRVING & 14TH,,38.928692,-77.032593,,
28938,BT534,IRVING & GEORGIA,,38.929008,-77.023552,,
28939,BT535,CONNECTICUT & RODMAN,,38.938412,-77.060234,,
28940,BT54,NALLEY RD & CAPITOL VIEW DR,,38.905327,-76.874687,,
28941,BT540,EDMONSTON & SPRINGHILL,,39.003456,-76.897774,,
28942,BT541,WESTCHESTER PARK,,38.989994,-76.904297,,
28943,BT542,KENILWORTH & POWHATAN,,38.959888,-76.919884,,
28944,BT543,KENILWORTH TOWERS,,38.935581,-76.935928,,
28945,BT546,MACARTHUR & Q,,38.909023,-77.086716,,
28946,BT55,BRIGHTSEAT & LANDOVER RDS,,38.918522,-76.860329,,
28947,BT550,SEAT PLEAS DR & 69TH PL,,38.896511,-76.904655,,
28948,BT551,SEAT PLEAS DR & HILL RD,,38.901871,-76.887146,,
28949,BT553,BROOKS DR & ROLLINS AVE,,38.867661,-76.908295,,
28950,BT554,ATWOOD & ADDISON,,38.861645,-76.888878,,
28951,BT555,PENN-MAR,,38.845741,-76.883286,,
28952,BT558,ARCHIVES (10TH & PA AVE NW),,38.893929,-77.026016,,
28953,BT56,GLENARDEN PKWY-MUNI CTR,,38.93256,-76.866875,,
28954,BT564,ROUTE 236 & BRADDOCK RD,,38.822544,-77.162743,,
28955,BT565,LITTLE RIVER TPK & ANNA,,38.830845,-77.198105,,
28956,BT566,LAKENVCC,,38.836311,-77.235458,,
28957,BT567,MAIN ST(236) & STONEWALL,,38.843456,-77.289391,,
28958,BT568,R236RAVE,,38.830421,-77.196304,,
28959,BT569,SOUTHERN AVENUE STA,,38.840714,-76.975349,,
28960,BT570,IND HD HWY-SOUTHERN AVE,,38.82069,-77.000839,,
28961,BT571,WILSON BRIDGE AT BROOKSIDE,,38.784092,-76.998199,,
28962,BT572,TUCKER RD & ALLENTOWN RD,,38.776318,-76.952515,,
28963,BT574,CAMP SPRINGS,,38.803791,-76.907043,,
28964,BT575,EASTOVER SHOPPING CTR,,38.818302,-77.001389,,
28965,BT576,KENNEBEC & GLASSMANOR,,38.819393,-76.99263,,
28966,BT577,SOUTHVIEW DR & S'VIEW CT,,38.827183,-76.990013,,
28967,BT579,IVERSON ST & 23RD PKWY,,38.833221,-76.959534,,
28968,BT580,IVERSON ST-IVERSON MALL,,38.838509,-76.94886,,
28969,BT581,SUITLAND STA,,38.844112,-76.931969,,
28970,BT582,COUNTY RD & FOSTER ST,,38.855438,-76.899071,,
28971,BT583,SHADY GLEN & WALKER MILL,,38.874668,-76.881111,,
28972,BT584,RIGGS & NORTH CAPITOL,,38.954891,-77.008522,,
28973,BT585,FORT TOTTEN STA,,38.952084,-77.002022,,
28974,BT586,RK CRK CHRD & ALLISON ST,,38.946365,-77.008743,,
28975,BT587,ALLISON ST RK CRK CH RD,,38.94595,-77.008667,,
28976,BT588,BURROUGHS & DIVISION,,38.89835,-76.926224,,
28977,BT59,EAST CAPITOL & SOUTHERN,,38.889622,-76.912804,,
28978,BT590,BENNING & EAST CAPITOL,,38.889706,-76.937569,,
28979,BT595,EDGEWOOD & 6TH ST,,38.924122,-76.998116,,
28980,BT596,RHODE ISLAND AVE STA.,,38.920486,-76.995888,,
28981,BT597,MONTELLO & MT OLIVET,,38.909828,-76.985283,,
28982,BT598,K ST & 8TH ST,,38.902531,-76.994972,,
28983,BT599,MT OLIVET & MONTELLO,,38.910301,-76.985191,,
28984,BT6,NEW CARROLLTON STA (E),,38.947426,-76.872025,,
28985,BT60,SOUTHERN-BOWEN RD,,38.873844,-76.933792,,
28986,BT600,ALABAMA & PA SE (FFX VIL),,38.865891,-76.950897,,
28987,BT601,SOUTHERN & 42ND SE,,38.867397,-76.942139,,
28988,BT602,38TH & PA SE,,38.865623,-76.952232,,
28989,BT603,PENNSYLVANIA AVE SE & LENFANT,,38.873943,-76.971687,,
28990,BT604,ALLENTWN RD & COMMAND DR,,38.816494,-76.893021,,
28991,BT605,FORESTVILLE (8411 OLD MARL),,38.833969,-76.861542,,
28992,BT607,PARK BERK RDWY + SURREY SQ LN,,38.845947,-76.899551,,
28993,BT61,PENTAGON  STATION,,38.868729,-77.053009,,
28994,BT611,SHADYSIDE + BROOKFIELD,,38.858002,-76.930763,,
28995,BT612,FT LINCOLN (PTRSBG APTS),,38.921864,-76.956284,,
28996,BT616,LEESBURG PK & JEFFERSON,,38.846298,-77.118721,,
28997,BT619,13TH & K NW,,38.902817,-77.029617,,
28998,BT620,VERMONT & U,,38.916653,-77.025505,,
28999,BT623,ANACOSTIA HIGH SCHOOL,,38.870213,-76.982262,,
29000,BT624,DUPONT CIRCLE (CONN & Q NW),,38.911057,-77.044365,,
29001,BT625,RESERVOIR & 35TH NW,,38.911812,-77.069099,,
29002,BT626,GLOVER PARK,,38.922546,-77.079185,,
29003,BT627,39TH & CALVERT NW,,38.922695,-77.077095,,
29004,BT628,35TH & WINFIELD,,38.911549,-77.069305,,
29005,BT63,KENMORE AVE. & SEMINARY RD.,,38.828362,-77.111244,,
29006,BT637,GEORGE MASON & PERSHING DR,,38.871681,-77.1082,,
29007,BT639,STAFFORD ST & 32ND RD,,38.836189,-77.085701,,
29008,BT64,VAN DORN ST. & SANGER AVE.,,38.823612,-77.124008,,
29009,BT646,COLUMBIA HEIGHTS STA,,38.928684,-77.032616,,
29010,BT647,MT PLEASANT (LAMONT ST NW),,38.931232,-77.038475,,
29011,BT648,DEAL MIDDLE SCHOOL,,38.952522,-77.073395,,
29012,BT649,16TH & ARKANSAS,,38.939915,-77.036446,,
29013,BT65,DUKE ELLINGTON HS,,38.912987,-77.069298,,
29014,BT650,14TH & COLORADO NW,,38.955666,-77.033409,,
29016,BT654,ANNANDALE(RT 236&J MARR),,38.829441,-77.19017,,
29017,BT656,CHERRYWOOD & EDMONSTON,,39.011791,-76.892433,,
29018,BT657,SUNNYSIDE & RHODE ISLAND,,39.025749,-76.918396,,
29019,BT659,CHERRY @ 4TH,,39.092289,-76.861732,,
29020,BT660,7TH & MAIN,,39.108185,-76.854218,,
29021,BT661,IVY LA @ GRBLT MARRIOTT,,39.008087,-76.896309,,
29022,BT669,GEORGIA & RANDOLPH,,39.057915,-77.050018,,
29023,BT670,GEORGIA & CONNECTICUT,,39.083763,-77.077782,,
29024,BT671,LEISURE WORLD,,39.100842,-77.073235,,
29025,BT672,GEORGIA & NORBECK,,39.108189,-77.076126,,
29026,BT674,GEORGIA AVE & RT 108,,39.152569,-77.066833,,
29027,BT676,ARL RIDGE RD & S GLEBE RD,,38.845676,-77.065147,,
29028,BT677,S GLEBE & COLUMBIA PIKE,,38.861668,-77.092003,,
29029,BT678,GLEBE RD & LEE HIGHWAY,,38.897465,-77.123489,,
29030,BT679,OLD DOMINION DR & KIRBY RD,,38.920925,-77.152489,,
29031,BT680,OLD DOM DR & CORNER LA,,38.932487,-77.17482,,
29032,BT686,KEENE MILL & ROLLING RD,,38.778896,-77.234825,,
29033,BT687,ROLLING VALLEY MALL,,38.776112,-77.262001,,
29034,BT688,BURK CTR PKWY & WILMINGTON,,38.78772,-77.288223,,
29035,BT689,BURKE CENTRE (BURK&OAK),,38.797447,-77.316628,,
29036,BT693,KEENE MILL & SPRING RD,,38.778652,-77.189049,,
29037,BT694,KEENE MILL & TIVERTON DR,,38.774517,-77.206284,,
29038,BT697,OAK LTHR/BURKE CTR PKWY,,38.79641,-77.316788,,
29039,BT698,KEENE MILL & HUNTER VIL DR,,38.77441,-77.205772,,
29040,BT7,8401 CORPORATE DR,,38.946964,-76.862267,,
29041,BT70,N. VAN DORN AND TANEY AVE,,38.822292,-77.12558,,
29042,BT700,RHODE ISLAND & 18TH NE,,38.927559,-76.979179,,
29043,BT701,RIVERDALE RD & 57TH AVE,,38.959229,-76.918678,,
29044,BT702,RIVERDALE RD & 67TH AVE,,38.961731,-76.902328,,
29045,BT703,GOOD LUCK @ LAMONT ELEM,,38.974949,-76.88372,,
29046,BT704,85TH & LONGFELLOW,,38.959618,-76.869881,,
29047,BT705,4TH & W NE,,38.919163,-77.00061,,
29048,BT706,NORTH CAPITOL & FLORIDA,,38.910797,-77.009056,,
29049,BT709,M & 9TH SE,,38.876472,-76.993759,,
29050,BT712,M & 8TH SE,,38.876469,-76.994934,,
29051,BT713,MCKINLEY HIGH SCHOOL,,38.915451,-77.004395,,
29052,BT714,FAIRFAX VILL (ALAB-38TH),,38.865242,-76.952217,,
29053,BT715,PA AVE & L'ENFANT SQ,,38.874104,-76.971687,,
29054,BT716,C & 8TH NE,,38.893642,-76.994774,,
29055,BT717,E & 7TH NW,,38.896107,-77.021904,,
29056,BT718,13TH & G NW,,38.898415,-77.029526,,
29057,BT720,SIBLEY HOSPITAL,,38.935848,-77.107742,,
29058,BT723,D & 8TH NE,,38.894722,-76.995216,,
29059,BT730,BOCK RD & ST BARNABAS RD,,38.799931,-76.979973,,
29060,BT731,BOCK & KINGSWAY,,38.786411,-76.96785,,
29061,BT732,FRIENDLY,,38.752125,-76.97802,,
29062,BT735,FORT WASHINGTON FOREST,,38.712982,-76.988266,,
29063,BT737,MLK & MALCOLM X,,38.845352,-76.997246,,
29064,BT739,LIVINGSTON (4501 3RD ST),,38.825081,-77.001404,,
29065,BT74,VAN DORN ST. & TANEY AVE.,,38.822433,-77.125313,,
29066,BT740,WHEELER RD & MISSISSIPPI,,38.83849,-76.993568,,
29067,BT742,MALCOLM X & MLK,,38.845097,-76.997581,,
29068,BT745,MLK AVE & ATLANTIC SW,,38.831383,-77.010262,,
29069,BT746,FT DRUM (IRVNGTN-JOLIET),,38.820255,-77.007111,,
29070,BT748,DC VILLAGE,,38.815685,-77.013832,,
29071,BT749,BLUE PLAINS,,38.817215,-77.01973,,
29072,BT75,FED. TRIANGLE (10TH-CONS NW),,38.892075,-77.026039,,
29073,BT750,SOUTH CAPITOL & ATLANTIC,,38.831406,-77.007751,,
29074,BT751,RIGGS & NORTH CAPITOL,,38.954872,-77.008621,,
29075,BT752,KANSAS & TUCKERMAN,,38.967052,-77.006981,,
29076,BT753,NORTH CAPITOL-TUCKERMAN,,38.967503,-77.009117,,
29077,BT754,HELMONT & DUNDALK,,38.813183,-76.982712,,
29078,BT755,OXON HILL & LIVINGSTON,,38.803345,-76.989731,,
29079,BT757,ST BARNABAS & HOLLY TREE,,38.828457,-76.943153,,
29080,BT758,MARLOW HTS (MACY'S),,38.834557,-76.944328,,
29081,BT759,LEYTE DR & LINDSAY DR,,38.793102,-76.991867,,
29082,BT76,I & 14TH NW,,38.901333,-77.031761,,
29083,BT761,HARAS PLACE LOOP,,38.810627,-76.962868,,
29084,BT762,REGENCY PKWY & JACKSON MS,,38.841175,-76.909691,,
29085,BT764,MARLOW HTS P&R,,38.835602,-76.944824,,
29086,BT767,SHERMAN CIR & CRITTENDEN,,38.947338,-77.021896,,
29087,BT768,5TH & KENNEDY,,38.956421,-77.019882,,
29088,BT769,COOLIDGE HIGH SCHOOL,,38.966484,-77.019966,,
29089,BT77,16TH & U NW,,38.916981,-77.036491,,
29090,BT78,16TH & IRVING,,38.928669,-77.036446,,
29091,BT788,BRADDOCK & INVERCHAPEL,,38.81115,-77.228302,,
29092,BT789,CLYDESDALE & SOUTHAMPTON,,38.803101,-77.239983,,
29093,BT79,16TH & BUCHANAN STS NW,,38.94614,-77.036407,,
29094,BT790,BURKE RD & ASHBOURN DR,,38.804649,-77.279053,,
29095,BT791,BURKE CTR PARK & RIDE,,38.796883,-77.298721,,
29096,BT793,KINGS PARK WEST,,38.813995,-77.275116,,
29097,BT794,BURKE LAKE RD & ROLLING,,38.808201,-77.254395,,
29098,BT796,GUINEA RD & HARFORD LANE,,38.810623,-77.268829,,
29099,BT797,COMM BLVD & COMMONWEALTH,,38.814369,-77.30822,,
29100,BT798,PARLIAMENT & KINGS PARK,,38.806229,-77.249115,,
29101,BT799,PICKETT RD & BRADDOCK RD,,38.819382,-77.275948,,
29102,BT80,16TH & SHERIDAN ST,,38.965866,-77.036346,,
29103,BT800,BRADDOCK RD& TAPESTRY DR,,38.826557,-77.294907,,
29104,BT801,KINGS PARK WEST,,38.816311,-77.274597,,
29105,BT803,CLYDESDALE & EASTBOURNE,,38.802971,-77.239845,,
29106,BT804,GUINEA RD & OLLEY LANE,,38.810539,-77.268524,,
29107,BT809,3382 CURTIS DR,,38.848087,-76.946617,,
29108,BT810,BRANCH & IVERSON,,38.84042,-76.947281,,
29109,BT811,OLD BRANCH & APPLEGATE,,38.83239,-76.937225,,
29110,BT812,IVERSON ST & BRANCH AVE,,38.838509,-76.94886,,
29111,BT82,EASTERN & 16TH,,38.991718,-77.035698,,
29112,BT822,RANDOLPH & NEW HAMPSHIRE,,39.075649,-77.002167,,
29113,BT824,CALVERTON (CENTERPARK),,39.046597,-76.936943,,
29114,BT829,CHERRY HILL CAMP GROUND,,39.024845,-76.941338,,
29115,BT838,LANHAM-SEVERN & SEABROOK,,38.973099,-76.845207,,
29116,BT839,9TH & RR AVE (BOWIE),,39.008282,-76.780289,,
29117,BT840,BRADDOCK RD & IRVING CT,,38.820808,-77.164268,,
29118,BT841,LEESVILLE & APPOMATOX,,38.802139,-77.185776,,
29119,BT842,BRADDOCK & RAVENSWORTH,,38.81134,-77.210182,,
29120,BT85,16TH & EASTERN,,38.991512,-77.036285,,
29121,BT862,NORTH WASH ST & PARK AVE,,38.883099,-77.16996,,
29122,BT87,14TH & MISSOURI,,38.962036,-77.033417,,
29123,BT872,28TH & KING ST,,38.840115,-77.105545,,
29124,BT88,14TH & I ST NW,,38.901337,-77.031967,,
29125,BT881,WESTERN & OREGON,,38.984608,-77.055206,,
29126,BT884,KNOLLWOOD,,38.971691,-77.055939,,
29127,BT885,MARL PIKE & LARCHMONT,,38.871128,-76.923203,,
29128,BT886,MARL PIKE & KIPLING PKWY,,38.853149,-76.896538,,
29129,BT887,PRESID'L PKWY (I AM BLDG),,38.826557,-76.850136,,
29130,BT888,HEATHER HILL APTS,,38.8092,-76.957375,,
29131,BT889,23RD & JAMESON,,38.832317,-76.958977,,
29132,BT89,POTOMAC PARK (VA AVE & E NW),,38.89603,-77.048035,,
29133,BT891,38TH & HAMILTON,,38.952957,-76.95488,,
29134,BT893,COLLEGE PARK-U OF MD STA,,38.978073,-76.928017,,
29135,BT894,R I AVE & GREENBELT RD,,39.032402,-76.91394,,
29136,BT895,BALT AVE & QUEENSBURY RD,,38.963352,-76.93869,,
29137,BT896,R I AVE & GREENBELT RD,,38.999161,-76.925369,,
29138,BT897,R I AVE @ TWIN CHIMNEYS,,39.032307,-76.914185,,
29139,BT898,MASS & WISCONSIN,,38.928577,-77.073151,,
29140,BT899,MASS @ BERKSHIRE APTS,,38.935574,-77.082581,,
29141,BT9,FARRAGUT SQ (17TH(E) & I NW),,38.901329,-77.038513,,
29142,BT90,K & 17TH NW(FARR N & FARR W),,38.902542,-77.039429,,
29143,BT900,MASS AVE W OF WARD CIR,,38.938416,-77.086586,,
29144,BT901,WESTMORELAND CIRCLE,,38.949245,-77.100357,,
29145,BT902,CATHEDRAL & NEW MEXICO,,38.930275,-77.083954,,
29146,BT903,NEBRASKA AVE & WARD CIR,,38.937366,-77.086365,,
29147,BT905,MASS OPPOS BERKSHR APTS,,38.935768,-77.083023,,
29148,BT907,18TH & HAMLIN NE (RI AV),,38.928474,-76.979195,,
29149,BT908,KENNEDY & 5TH NW,,38.95644,-77.019897,,
29150,BT909,KENNEDY-COLORADO (14TH),,38.956238,-77.031258,,
29151,BT91,K & CONN NW(FARR N & FARR W),,38.902584,-77.039909,,
29152,BT910,30TH PL & NEBRASKA,,38.964535,-77.062851,,
29153,BT911,RIGGS PK (EASTERN-JAMAICA),,38.956909,-76.99115,,
29154,BT913,EASTERN & CHAPELWOOD,,38.904339,-76.924004,,
29155,BT914,33RD & BLAINE,,38.891846,-76.960213,,
29156,BT917,PENN AVE & BROOKS DR,,38.860294,-76.918663,,
29157,BT918,GATEWAY BLVD & MARL PIKE,,38.854744,-76.898865,,
29158,BT919,ROCHELLLE & ATWOOD,,38.860901,-76.89399,,
29159,BT92,POTOMAC PARK (VA-22ND),,38.896397,-77.048561,,
29160,BT922,NOVA-ANNANDALE,,38.834927,-77.23642,,
29161,BT923,ROUTE 236 & OASIS DR,,38.817818,-77.141853,,
29162,BT924,AMERICANA DR & HERITAGE,,38.832584,-77.211914,,
29163,BT925,ANNANDALE(HERI&MCWHORTER),,38.829876,-77.210426,,
29164,BT928,RIGGS & EASTERN,,38.961693,-76.996666,,
29165,BT929,RIGGS RD & UNIV BLVD,,38.983887,-76.979301,,
29166,BT930,ADELPHI(RIGG & EDWA),,39.003826,-76.971596,,
29167,BT931,POWDER MILL-CHERRY HILL,,39.040623,-76.947174,,
29168,BT932,CALVERTON (ADVENTIST HOSPITAL),,39.050667,-76.956177,,
29169,BT933,METZEROTT RD & RIGGS RD,,39.003471,-76.973946,,
29170,BT934,N HAMP AVE & ADELPHI RD,,39.011063,-76.978958,,
29171,BT935,POWDER MILL-CHERRY HILL,,39.039753,-76.947685,,
29172,BT936,SARGENT & EASTERN,,38.954758,-76.987793,,
29173,BT937,RIGGS & EW,,38.972176,-76.979561,,
29174,BT938,LEWISDALE & 23RD,,38.98312,-76.971291,,
29175,BT939,ARCHIVES II,,38.999134,-76.960258,,
29176,BT940,HIGHVIEW,,38.976105,-76.963936,,
29179,BT943,FARRAGUT SQ (17TH & I (W) NW),,38.901337,-77.039436,,
29180,BT944,GALLERY PLACE (9TH & G NW),,38.89846,-77.023926,,
29181,BT945,BARNABY & 9TH STS S E,,38.832355,-76.990906,,
